country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Denmark,2013,female,75+ years,25,243880,10.25,Denmark2013,0.9229999999999999,"343,584,385,594",64831,Silent
Denmark,2013,male,25-34 years,33,328192,10.06,Denmark2013,0.9229999999999999,"343,584,385,594",64831,Millenials
Denmark,2013,female,55-74 years,52,658936,7.89,Denmark2013,0.9229999999999999,"343,584,385,594",64831,Boomers
Denmark,2013,female,35-54 years,54,775088,6.97,Denmark2013,0.9229999999999999,"343,584,385,594",64831,Generation X
Denmark,2013,male,15-24 years,23,367000,6.27,Denmark2013,0.9229999999999999,"343,584,385,594",64831,Millenials
Denmark,2013,female,25-34 years,16,322819,4.96,Denmark2013,0.9229999999999999,"343,584,385,594",64831,Millenials
Denmark,2013,female,15-24 years,12,350607,3.42,Denmark2013,0.9229999999999999,"343,584,385,594",64831,Millenials
Denmark,2013,female,5-14 years,1,324362,0.31,Denmark2013,0.9229999999999999,"343,584,385,594",64831,Generation Z
Denmark,2013,male,5-14 years,1,339830,0.29,Denmark2013,0.9229999999999999,"343,584,385,594",64831,Generation Z
Denmark,2014,male,75+ years,61,172150,35.43,Denmark2014,0.9229999999999999,"352,993,633,221",66114,Silent
Denmark,2014,male,55-74 years,155,645001,24.03,Denmark2014,0.9229999999999999,"352,993,633,221",66114,Boomers
Denmark,2014,male,35-54 years,178,784300,22.7,Denmark2014,0.9229999999999999,"352,993,633,221",66114,Generation X
Denmark,2014,female,75+ years,36,248889,14.46,Denmark2014,0.9229999999999999,"352,993,633,221",66114,Silent
Denmark,2014,male,25-34 years,43,333712,12.89,Denmark2014,0.9229999999999999,"352,993,633,221",66114,Millenials
Denmark,2014,male,15-24 years,31,370570,8.37,Denmark2014,0.9229999999999999,"352,993,633,221",66114,Millenials
Denmark,2014,female,35-54 years,59,774379,7.62,Denmark2014,0.9229999999999999,"352,993,633,221",66114,Generation X
Denmark,2014,female,55-74 years,50,666386,7.5,Denmark2014,0.9229999999999999,"352,993,633,221",66114,Boomers
Denmark,2014,female,25-34 years,7,325866,2.15,Denmark2014,0.9229999999999999,"352,993,633,221",66114,Millenials
Denmark,2014,female,15-24 years,7,354099,1.98,Denmark2014,0.9229999999999999,"352,993,633,221",66114,Millenials
Denmark,2014,female,5-14 years,1,323749,0.31,Denmark2014,0.9229999999999999,"352,993,633,221",66114,Generation Z
Denmark,2014,male,5-14 years,1,340065,0.29,Denmark2014,0.9229999999999999,"352,993,633,221",66114,Generation Z
Suriname,2010,male,75+ years,5,4994,100.12,Suriname2010,0.7070000000000001,"4,368,398,048",9176,Silent
Suriname,2010,female,75+ years,4,6758,59.19,Suriname2010,0.7070000000000001,"4,368,398,048",9176,Silent
Suriname,2010,male,35-54 years,40,68450,58.44,Suriname2010,0.7070000000000001,"4,368,398,048",9176,Generation X
Suriname,2010,male,25-34 years,19,39368,48.26,Suriname2010,0.7070000000000001,"4,368,398,048",9176,Generation X
Suriname,2010,male,55-74 years,10,25526,39.18,Suriname2010,0.7070000000000001,"4,368,398,048",9176,Silent
Suriname,2010,male,15-24 years,18,48112,37.41,Suriname2010,0.7070000000000001,"4,368,398,048",9176,Millenials
Suriname,2010,female,15-24 years,10,45832,21.82,Suriname2010,0.7070000000000001,"4,368,398,048",9176,Millenials
Suriname,2010,female,35-54 years,14,67102,20.86,Suriname2010,0.7070000000000001,"4,368,398,048",9176,Generation X
Suriname,2010,female,25-34 years,7,38855,18.02,Suriname2010,0.7070000000000001,"4,368,398,048",9176,Generation X
Suriname,2010,female,55-74 years,3,30084,9.97,Suriname2010,0.7070000000000001,"4,368,398,048",9176,Silent
Suriname,2010,female,5-14 years,4,48769,8.2,Suriname2010,0.7070000000000001,"4,368,398,048",9176,Generation Z
Suriname,2010,male,5-14 years,2,52202,3.83,Suriname2010,0.7070000000000001,"4,368,398,048",9176,Generation Z
Suriname,2011,male,75+ years,5,5184,96.45,Suriname2011,0.7090000000000001,"4,422,276,622",9184,Silent
Suriname,2011,male,35-54 years,39,69491,56.12,Suriname2011,0.7090000000000001,"4,422,276,622",9184,Generation X
Suriname,2011,male,25-34 years,22,39793,55.29,Suriname2011,0.7090000000000001,"4,422,276,622",9184,Millenials
Suriname,2011,male,15-24 years,19,48619,39.08,Suriname2011,0.7090000000000001,"4,422,276,622",9184,Millenials
Suriname,2011,male,55-74 years,10,26237,38.11,Suriname2011,0.7090000000000001,"4,422,276,622",9184,Boomers
Suriname,2011,female,15-24 years,12,46282,25.93,Suriname2011,0.7090000000000001,"4,422,276,622",9184,Millenials
Suriname,2011,female,25-34 years,6,39239,15.29,Suriname2011,0.7090000000000001,"4,422,276,622",9184,Millenials
Suriname,2011,female,35-54 years,9,68303,13.18,Suriname2011,0.7090000000000001,"4,422,276,622",9184,Generation X
Suriname,2011,female,55-74 years,3,30801,9.74,Suriname2011,0.7090000000000001,"4,422,276,622",9184,Boomers
Suriname,2011,female,5-14 years,2,48495,4.12,Suriname2011,0.7090000000000001,"4,422,276,622",9184,Generation Z
Suriname,2011,female,75+ years,0,7088,0.0,Suriname2011,0.7090000000000001,"4,422,276,622",9184,Silent
Suriname,2011,male,5-14 years,0,51989,0.0,Suriname2011,0.7090000000000001,"4,422,276,622",9184,Generation Z
Suriname,2012,male,75+ years,10,5346,187.06,Suriname2012,0.711,"4,980,000,000",10227,Silent
Suriname,2012,male,25-34 years,24,40412,59.39,Suriname2012,0.711,"4,980,000,000",10227,Millenials
Suriname,2012,male,35-54 years,37,70333,52.61,Suriname2012,0.711,"4,980,000,000",10227,Generation X
Suriname,2012,male,55-74 years,12,27044,44.37,Suriname2012,0.711,"4,980,000,000",10227,Boomers
Suriname,2012,male,15-24 years,17,49082,34.64,Suriname2012,0.711,"4,980,000,000",10227,Millenials
Suriname,2012,female,55-74 years,8,31542,25.36,Suriname2012,0.711,"4,980,000,000",10227,Boomers
Suriname,2012,female,15-24 years,9,46713,19.27,Suriname2012,0.711,"4,980,000,000",10227,Millenials
Suriname,2012,female,25-34 years,6,39751,15.09,Suriname2012,0.711,"4,980,000,000",10227,Millenials
Suriname,2012,female,35-54 years,7,69327,10.1,Suriname2012,0.711,"4,980,000,000",10227,Generation X
Suriname,2012,female,5-14 years,3,48244,6.22,Suriname2012,0.711,"4,980,000,000",10227,Generation Z
Suriname,2012,female,75+ years,0,7412,0.0,Suriname2012,0.711,"4,980,000,000",10227,Silent
Suriname,2012,male,5-14 years,0,51758,0.0,Suriname2012,0.711,"4,980,000,000",10227,Generation Z
Suriname,2013,male,25-34 years,27,41155,65.61,Suriname2013,0.713,"5,145,757,576",10451,Millenials
Suriname,2013,male,35-54 years,39,70987,54.94,Suriname2013,0.713,"5,145,757,576",10451,Generation X
Suriname,2013,male,15-24 years,18,49480,36.38,Suriname2013,0.713,"5,145,757,576",10451,Millenials
Suriname,2013,male,55-74 years,9,27992,32.15,Suriname2013,0.713,"5,145,757,576",10451,Boomers
Suriname,2013,female,15-24 years,12,47090,25.48,Suriname2013,0.713,"5,145,757,576",10451,Millenials
Suriname,2013,female,25-34 years,9,40347,22.31,Suriname2013,0.713,"5,145,757,576",10451,Millenials
Suriname,2013,male,75+ years,1,5470,18.28,Suriname2013,0.713,"5,145,757,576",10451,Silent
Suriname,2013,female,55-74 years,4,32385,12.35,Suriname2013,0.713,"5,145,757,576",10451,Boomers
Suriname,2013,female,35-54 years,8,70174,11.4,Suriname2013,0.713,"5,145,757,576",10451,Generation X
Suriname,2013,male,5-14 years,3,51531,5.82,Suriname2013,0.713,"5,145,757,576",10451,Generation Z
Suriname,2013,female,5-14 years,1,48022,2.08,Suriname2013,0.713,"5,145,757,576",10451,Generation Z
Suriname,2013,female,75+ years,0,7726,0.0,Suriname2013,0.713,"5,145,757,576",10451,Silent
Suriname,2014,male,75+ years,5,5529,90.43,Suriname2014,0.7140000000000001,"5,240,606,061",10530,Silent
Suriname,2014,male,25-34 years,26,41917,62.03,Suriname2014,0.7140000000000001,"5,240,606,061",10530,Millenials
Suriname,2014,male,35-54 years,38,71494,53.15,Suriname2014,0.7140000000000001,"5,240,606,061",10530,Generation X
Suriname,2014,male,55-74 years,12,29170,41.14,Suriname2014,0.7140000000000001,"5,240,606,061",10530,Boomers
Suriname,2014,female,25-34 years,10,40945,24.42,Suriname2014,0.7140000000000001,"5,240,606,061",10530,Millenials
Suriname,2014,male,15-24 years,9,49798,18.07,Suriname2014,0.7140000000000001,"5,240,606,061",10530,Millenials
Suriname,2014,female,55-74 years,6,33447,17.94,Suriname2014,0.7140000000000001,"5,240,606,061",10530,Boomers
Suriname,2014,female,15-24 years,8,47355,16.89,Suriname2014,0.7140000000000001,"5,240,606,061",10530,Millenials
Suriname,2014,female,35-54 years,9,70884,12.7,Suriname2014,0.7140000000000001,"5,240,606,061",10530,Generation X
Suriname,2014,female,75+ years,1,8006,12.49,Suriname2014,0.7140000000000001,"5,240,606,061",10530,Silent
Suriname,2014,female,5-14 years,2,47832,4.18,Suriname2014,0.7140000000000001,"5,240,606,061",10530,Generation Z
Suriname,2014,male,5-14 years,2,51324,3.9,Suriname2014,0.7140000000000001,"5,240,606,061",10530,Generation Z
Poland,2010,male,55-74 years,1621,3547737,45.69,Poland2010,0.8290000000000001,"479,321,460,551",13304,Silent
Poland,2010,male,35-54 years,2277,5226127,43.57,Poland2010,0.8290000000000001,"479,321,460,551",13304,Generation X
Poland,2010,male,75+ years,256,811273,31.56,Poland2010,0.8290000000000001,"479,321,460,551",13304,Silent
Poland,2010,male,25-34 years,806,3151996,25.57,Poland2010,0.8290000000000001,"479,321,460,551",13304,Generation X
Poland,2010,male,15-24 years,547,2706883,20.21,Poland2010,0.8290000000000001,"479,321,460,551",13304,Millenials
Poland,2010,female,55-74 years,313,4286710,7.3,Poland2010,0.8290000000000001,"479,321,460,551",13304,Silent
Poland,2010,female,35-54 years,301,5221636,5.76,Poland2010,0.8290000000000001,"479,321,460,551",13304,Generation X
Poland,2010,female,75+ years,94,1637613,5.74,Poland2010,0.8290000000000001,"479,321,460,551",13304,Silent
Poland,2010,female,25-34 years,77,3050097,2.52,Poland2010,0.8290000000000001,"479,321,460,551",13304,Generation X
Poland,2010,female,15-24 years,49,2596537,1.89,Poland2010,0.8290000000000001,"479,321,460,551",13304,Millenials
Poland,2010,male,5-14 years,10,1944345,0.51,Poland2010,0.8290000000000001,"479,321,460,551",13304,Generation Z
Poland,2010,female,5-14 years,6,1846837,0.32,Poland2010,0.8290000000000001,"479,321,460,551",13304,Generation Z
Poland,2011,male,55-74 years,1579,3655347,43.2,Poland2011,0.833,"528,832,185,770",14686,Boomers
Poland,2011,male,35-54 years,2205,5201212,42.39,Poland2011,0.833,"528,832,185,770",14686,Generation X
Poland,2011,male,75+ years,268,833306,32.16,Poland2011,0.833,"528,832,185,770",14686,Silent
Poland,2011,male,25-34 years,769,3156400,24.36,Poland2011,0.833,"528,832,185,770",14686,Millenials
Poland,2011,male,15-24 years,515,2616051,19.69,Poland2011,0.833,"528,832,185,770",14686,Millenials
Poland,2011,female,55-74 years,276,4392879,6.28,Poland2011,0.833,"528,832,185,770",14686,Boomers
Poland,2011,female,35-54 years,275,5189683,5.3,Poland2011,0.833,"528,832,185,770",14686,Generation X
Poland,2011,female,75+ years,83,1674929,4.96,Poland2011,0.833,"528,832,185,770",14686,Silent
Poland,2011,female,15-24 years,58,2507255,2.31,Poland2011,0.833,"528,832,185,770",14686,Millenials
Poland,2011,female,25-34 years,64,3052661,2.1,Poland2011,0.833,"528,832,185,770",14686,Millenials
Poland,2011,male,5-14 years,17,1912411,0.89,Poland2011,0.833,"528,832,185,770",14686,Generation Z
Poland,2011,female,5-14 years,4,1816103,0.22,Poland2011,0.833,"528,832,185,770",14686,Generation Z
Poland,2012,male,55-74 years,1708,3762189,45.4,Poland2012,0.838,"500,360,816,828",13894,Boomers
Poland,2012,male,35-54 years,2182,5186397,42.07,Poland2012,0.838,"500,360,816,828",13894,Generation X
Poland,2012,male,75+ years,290,854366,33.94,Poland2012,0.838,"500,360,816,828",13894,Silent
Poland,2012,male,25-34 years,857,3139373,27.3,Poland2012,0.838,"500,360,816,828",13894,Millenials
Poland,2012,male,15-24 years,509,2533873,20.09,Poland2012,0.838,"500,360,816,828",13894,Millenials
Poland,2012,female,55-74 years,312,4497710,6.94,Poland2012,0.838,"500,360,816,828",13894,Boomers
Poland,2012,female,75+ years,103,1710969,6.02,Poland2012,0.838,"500,360,816,828",13894,Silent
Poland,2012,female,35-54 years,266,5166397,5.15,Poland2012,0.838,"500,360,816,828",13894,Generation X
Poland,2012,female,15-24 years,59,2427848,2.43,Poland2012,0.838,"500,360,816,828",13894,Millenials
Poland,2012,female,25-34 years,66,3034343,2.18,Poland2012,0.838,"500,360,816,828",13894,Millenials
Poland,2012,male,5-14 years,12,1898168,0.63,Poland2012,0.838,"500,360,816,828",13894,Generation Z
Poland,2012,female,5-14 years,4,1801813,0.22,Poland2012,0.838,"500,360,816,828",13894,Generation Z
Poland,2013,male,55-74 years,1755,3866967,45.38,Poland2013,0.84,"524,234,322,597",14552,Boomers
Poland,2013,male,35-54 years,2013,5168551,38.95,Poland2013,0.84,"524,234,322,597",14552,Generation X
Poland,2013,male,75+ years,287,869774,33.0,Poland2013,0.84,"524,234,322,597",14552,Silent
Poland,2013,male,25-34 years,810,3124764,25.92,Poland2013,0.84,"524,234,322,597",14552,Millenials
Poland,2013,male,15-24 years,497,2443545,20.34,Poland2013,0.84,"524,234,322,597",14552,Millenials
Poland,2013,female,55-74 years,329,4603966,7.15,Poland2013,0.84,"524,234,322,597",14552,Boomers
Poland,2013,female,35-54 years,281,5138869,5.47,Poland2013,0.84,"524,234,322,597",14552,Generation X
Poland,2013,female,75+ years,88,1736478,5.07,Poland2013,0.84,"524,234,322,597",14552,Silent
Poland,2013,female,15-24 years,63,2339251,2.69,Poland2013,0.84,"524,234,322,597",14552,Millenials
Poland,2013,female,25-34 years,72,3014277,2.39,Poland2013,0.84,"524,234,322,597",14552,Millenials
Poland,2013,male,5-14 years,16,1906361,0.84,Poland2013,0.84,"524,234,322,597",14552,Generation Z
Poland,2013,female,5-14 years,7,1810891,0.39,Poland2013,0.84,"524,234,322,597",14552,Generation Z
Poland,2014,male,55-74 years,1606,3963821,40.52,Poland2014,0.843,"545,179,584,720",15119,Boomers
Poland,2014,male,35-54 years,1949,5170670,37.69,Poland2014,0.843,"545,179,584,720",15119,Generation X
Poland,2014,male,75+ years,268,888229,30.17,Poland2014,0.843,"545,179,584,720",15119,Silent
Poland,2014,male,25-34 years,764,3087300,24.75,Poland2014,0.843,"545,179,584,720",15119,Millenials
Poland,2014,male,15-24 years,527,2357793,22.35,Poland2014,0.843,"545,179,584,720",15119,Millenials
Poland,2014,female,55-74 years,314,4699033,6.68,Poland2014,0.843,"545,179,584,720",15119,Boomers
Poland,2014,female,35-54 years,262,5129255,5.11,Poland2014,0.843,"545,179,584,720",15119,Generation X
Poland,2014,female,75+ years,79,1768411,4.47,Poland2014,0.843,"545,179,584,720",15119,Silent
Poland,2014,female,15-24 years,71,2256197,3.15,Poland2014,0.843,"545,179,584,720",15119,Millenials
Poland,2014,female,25-34 years,81,2975936,2.72,Poland2014,0.843,"545,179,584,720",15119,Millenials
Poland,2014,male,5-14 years,9,1929147,0.47,Poland2014,0.843,"545,179,584,720",15119,Generation Z
Poland,2014,female,5-14 years,4,1833838,0.22,Poland2014,0.843,"545,179,584,720",15119,Generation Z
Guatemala,2010,male,25-34 years,76,1073765,7.08,Guatemala2010,0.611,"41,338,595,381",3260,Generation X
Guatemala,2010,male,35-54 years,69,1056351,6.53,Guatemala2010,0.611,"41,338,595,381",3260,Generation X
Guatemala,2010,male,15-24 years,91,1542758,5.9,Guatemala2010,0.611,"41,338,595,381",3260,Millenials
Guatemala,2010,male,55-74 years,23,462550,4.97,Guatemala2010,0.611,"41,338,595,381",3260,Silent
Guatemala,2010,male,75+ years,5,112524,4.44,Guatemala2010,0.611,"41,338,595,381",3260,Silent
Guatemala,2010,female,15-24 years,43,1526942,2.82,Guatemala2010,0.611,"41,338,595,381",3260,Millenials
Guatemala,2010,female,25-34 years,21,1148170,1.83,Guatemala2010,0.611,"41,338,595,381",3260,Generation X
Guatemala,2010,female,35-54 years,8,1266987,0.63,Guatemala2010,0.611,"41,338,595,381",3260,Generation X
Guatemala,2010,female,55-74 years,3,543090,0.55,Guatemala2010,0.611,"41,338,595,381",3260,Silent
Guatemala,2010,female,5-14 years,7,1868422,0.37,Guatemala2010,0.611,"41,338,595,381",3260,Generation Z
Guatemala,2010,male,5-14 years,6,1942723,0.31,Guatemala2010,0.611,"41,338,595,381",3260,Generation Z
Guatemala,2010,female,75+ years,0,137869,0.0,Guatemala2010,0.611,"41,338,595,381",3260,Silent
Guatemala,2011,male,15-24 years,105,1586755,6.62,Guatemala2011,0.617,"47,654,841,113",3661,Millenials
Guatemala,2011,male,25-34 years,58,1115150,5.2,Guatemala2011,0.617,"47,654,841,113",3661,Millenials
Guatemala,2011,male,35-54 years,55,1097919,5.01,Guatemala2011,0.617,"47,654,841,113",3661,Generation X
Guatemala,2011,male,55-74 years,23,476741,4.82,Guatemala2011,0.617,"47,654,841,113",3661,Boomers
Guatemala,2011,male,75+ years,5,117667,4.25,Guatemala2011,0.617,"47,654,841,113",3661,Silent
Guatemala,2011,female,15-24 years,59,1565706,3.77,Guatemala2011,0.617,"47,654,841,113",3661,Millenials
Guatemala,2011,female,25-34 years,23,1184080,1.94,Guatemala2011,0.617,"47,654,841,113",3661,Millenials
Guatemala,2011,female,55-74 years,5,563744,0.89,Guatemala2011,0.617,"47,654,841,113",3661,Boomers
Guatemala,2011,female,75+ years,1,144272,0.69,Guatemala2011,0.617,"47,654,841,113",3661,Silent
Guatemala,2011,female,5-14 years,12,1886847,0.64,Guatemala2011,0.617,"47,654,841,113",3661,Generation Z
Guatemala,2011,female,35-54 years,8,1314716,0.61,Guatemala2011,0.617,"47,654,841,113",3661,Generation X
Guatemala,2011,male,5-14 years,5,1963745,0.25,Guatemala2011,0.617,"47,654,841,113",3661,Generation Z
Guatemala,2012,male,15-24 years,118,1629819,7.24,Guatemala2012,0.624,"50,388,454,861",3779,Millenials
Guatemala,2012,male,55-74 years,34,490894,6.93,Guatemala2012,0.624,"50,388,454,861",3779,Boomers
Guatemala,2012,male,35-54 years,77,1142067,6.74,Guatemala2012,0.624,"50,388,454,861",3779,Generation X
Guatemala,2012,male,75+ years,8,122325,6.54,Guatemala2012,0.624,"50,388,454,861",3779,Silent
Guatemala,2012,male,25-34 years,61,1153737,5.29,Guatemala2012,0.624,"50,388,454,861",3779,Millenials
Guatemala,2012,female,15-24 years,63,1603593,3.93,Guatemala2012,0.624,"50,388,454,861",3779,Millenials
Guatemala,2012,female,25-34 years,20,1216962,1.64,Guatemala2012,0.624,"50,388,454,861",3779,Millenials
Guatemala,2012,female,35-54 years,12,1364473,0.88,Guatemala2012,0.624,"50,388,454,861",3779,Generation X
Guatemala,2012,female,55-74 years,5,584720,0.86,Guatemala2012,0.624,"50,388,454,861",3779,Boomers
Guatemala,2012,female,75+ years,1,150302,0.67,Guatemala2012,0.624,"50,388,454,861",3779,Silent
Guatemala,2012,male,5-14 years,12,1977712,0.61,Guatemala2012,0.624,"50,388,454,861",3779,Generation Z
Guatemala,2012,female,5-14 years,9,1898821,0.47,Guatemala2012,0.624,"50,388,454,861",3779,Generation Z
Guatemala,2013,male,15-24 years,124,1672018,7.42,Guatemala2013,0.626,"53,851,058,955",3947,Millenials
Guatemala,2013,male,35-54 years,83,1189282,6.98,Guatemala2013,0.626,"53,851,058,955",3947,Generation X
Guatemala,2013,male,25-34 years,79,1190771,6.63,Guatemala2013,0.626,"53,851,058,955",3947,Millenials
Guatemala,2013,male,55-74 years,31,505337,6.13,Guatemala2013,0.626,"53,851,058,955",3947,Boomers
Guatemala,2013,male,75+ years,6,126586,4.74,Guatemala2013,0.626,"53,851,058,955",3947,Silent
Guatemala,2013,female,15-24 years,73,1640626,4.45,Guatemala2013,0.626,"53,851,058,955",3947,Millenials
Guatemala,2013,female,25-34 years,26,1248143,2.08,Guatemala2013,0.626,"53,851,058,955",3947,Millenials
Guatemala,2013,female,35-54 years,12,1416674,0.85,Guatemala2013,0.626,"53,851,058,955",3947,Generation X
Guatemala,2013,female,5-14 years,10,1904849,0.52,Guatemala2013,0.626,"53,851,058,955",3947,Generation Z
Guatemala,2013,female,55-74 years,3,606295,0.49,Guatemala2013,0.626,"53,851,058,955",3947,Boomers
Guatemala,2013,male,5-14 years,8,1985171,0.4,Guatemala2013,0.626,"53,851,058,955",3947,Generation Z
Guatemala,2013,female,75+ years,0,156126,0.0,Guatemala2013,0.626,"53,851,058,955",3947,Silent
Guatemala,2014,male,35-54 years,101,1240265,8.14,Guatemala2014,0.627,"58,722,323,918",4210,Generation X
Guatemala,2014,male,55-74 years,39,520628,7.49,Guatemala2014,0.627,"58,722,323,918",4210,Boomers
Guatemala,2014,male,25-34 years,87,1228328,7.08,Guatemala2014,0.627,"58,722,323,918",4210,Millenials
Guatemala,2014,male,15-24 years,116,1713439,6.77,Guatemala2014,0.627,"58,722,323,918",4210,Millenials
Guatemala,2014,male,75+ years,7,130569,5.36,Guatemala2014,0.627,"58,722,323,918",4210,Silent
Guatemala,2014,female,15-24 years,85,1676831,5.07,Guatemala2014,0.627,"58,722,323,918",4210,Millenials
Guatemala,2014,female,25-34 years,32,1279793,2.5,Guatemala2014,0.627,"58,722,323,918",4210,Millenials
Guatemala,2014,female,55-74 years,8,629002,1.27,Guatemala2014,0.627,"58,722,323,918",4210,Boomers
Guatemala,2014,female,35-54 years,18,1471960,1.22,Guatemala2014,0.627,"58,722,323,918",4210,Generation X
Guatemala,2014,female,5-14 years,13,1906536,0.68,Guatemala2014,0.627,"58,722,323,918",4210,Generation Z
Guatemala,2014,male,5-14 years,6,1987907,0.3,Guatemala2014,0.627,"58,722,323,918",4210,Generation Z
Guatemala,2014,female,75+ years,0,161932,0.0,Guatemala2014,0.627,"58,722,323,918",4210,Silent
Georgia,2010,male,55-74 years,32,350500,9.13,Georgia2010,0.735,"11,638,536,834",2775,Silent
Georgia,2010,male,75+ years,7,96900,7.22,Georgia2010,0.735,"11,638,536,834",2775,Silent
Georgia,2010,male,35-54 years,29,590800,4.91,Georgia2010,0.735,"11,638,536,834",2775,Generation X
Georgia,2010,male,25-34 years,16,337200,4.74,Georgia2010,0.735,"11,638,536,834",2775,Generation X
Georgia,2010,male,15-24 years,11,351600,3.13,Georgia2010,0.735,"11,638,536,834",2775,Millenials
Georgia,2010,female,75+ years,5,180900,2.76,Georgia2010,0.735,"11,638,536,834",2775,Silent
Georgia,2010,female,55-74 years,6,465100,1.29,Georgia2010,0.735,"11,638,536,834",2775,Silent
Georgia,2010,female,35-54 years,5,660000,0.76,Georgia2010,0.735,"11,638,536,834",2775,Generation X
Georgia,2010,male,5-14 years,1,254800,0.39,Georgia2010,0.735,"11,638,536,834",2775,Generation Z
Georgia,2010,female,15-24 years,0,338800,0.0,Georgia2010,0.735,"11,638,536,834",2775,Millenials
Georgia,2010,female,25-34 years,0,338000,0.0,Georgia2010,0.735,"11,638,536,834",2775,Generation X
Georgia,2010,female,5-14 years,0,229200,0.0,Georgia2010,0.735,"11,638,536,834",2775,Generation Z
Georgia,2011,male,75+ years,16,99100,16.15,Georgia2011,0.74,"14,434,619,982",3435,Silent
Georgia,2011,male,55-74 years,23,352600,6.52,Georgia2011,0.74,"14,434,619,982",3435,Boomers
Georgia,2011,male,35-54 years,25,593700,4.21,Georgia2011,0.74,"14,434,619,982",3435,Generation X
Georgia,2011,male,15-24 years,12,348400,3.44,Georgia2011,0.74,"14,434,619,982",3435,Millenials
Georgia,2011,male,25-34 years,8,341000,2.35,Georgia2011,0.74,"14,434,619,982",3435,Millenials
Georgia,2011,female,35-54 years,6,661400,0.91,Georgia2011,0.74,"14,434,619,982",3435,Generation X
Georgia,2011,female,55-74 years,4,467400,0.86,Georgia2011,0.74,"14,434,619,982",3435,Boomers
Georgia,2011,female,25-34 years,2,340800,0.59,Georgia2011,0.74,"14,434,619,982",3435,Millenials
Georgia,2011,female,75+ years,1,184100,0.54,Georgia2011,0.74,"14,434,619,982",3435,Silent
Georgia,2011,female,5-14 years,1,226900,0.44,Georgia2011,0.74,"14,434,619,982",3435,Generation Z
Georgia,2011,female,15-24 years,1,334600,0.3,Georgia2011,0.74,"14,434,619,982",3435,Millenials
Georgia,2011,male,5-14 years,0,252600,0.0,Georgia2011,0.74,"14,434,619,982",3435,Generation Z
Georgia,2012,male,75+ years,12,104500,11.48,Georgia2012,0.747,"15,846,474,596",3772,Silent
Georgia,2012,male,55-74 years,23,355000,6.48,Georgia2012,0.747,"15,846,474,596",3772,Boomers
Georgia,2012,male,25-34 years,19,345900,5.49,Georgia2012,0.747,"15,846,474,596",3772,Millenials
Georgia,2012,male,35-54 years,26,596400,4.36,Georgia2012,0.747,"15,846,474,596",3772,Generation X
Georgia,2012,male,15-24 years,11,337800,3.26,Georgia2012,0.747,"15,846,474,596",3772,Millenials
Georgia,2012,female,75+ years,2,191900,1.04,Georgia2012,0.747,"15,846,474,596",3772,Silent
Georgia,2012,female,15-24 years,3,324000,0.93,Georgia2012,0.747,"15,846,474,596",3772,Millenials
Georgia,2012,female,55-74 years,3,469400,0.64,Georgia2012,0.747,"15,846,474,596",3772,Boomers
Georgia,2012,female,35-54 years,3,659300,0.46,Georgia2012,0.747,"15,846,474,596",3772,Generation X
Georgia,2012,female,5-14 years,1,223200,0.45,Georgia2012,0.747,"15,846,474,596",3772,Generation Z
Georgia,2012,female,25-34 years,1,344400,0.29,Georgia2012,0.747,"15,846,474,596",3772,Millenials
Georgia,2012,male,5-14 years,0,249100,0.0,Georgia2012,0.747,"15,846,474,596",3772,Generation Z
Georgia,2013,male,75+ years,25,109700,22.79,Georgia2013,0.75,"16,140,047,012",3850,Silent
Georgia,2013,male,55-74 years,33,358600,9.2,Georgia2013,0.75,"16,140,047,012",3850,Boomers
Georgia,2013,male,35-54 years,41,594900,6.89,Georgia2013,0.75,"16,140,047,012",3850,Generation X
Georgia,2013,male,25-34 years,20,348000,5.75,Georgia2013,0.75,"16,140,047,012",3850,Millenials
Georgia,2013,male,15-24 years,13,325300,4.0,Georgia2013,0.75,"16,140,047,012",3850,Millenials
Georgia,2013,female,75+ years,4,201000,1.99,Georgia2013,0.75,"16,140,047,012",3850,Silent
Georgia,2013,female,55-74 years,8,471700,1.7,Georgia2013,0.75,"16,140,047,012",3850,Boomers
Georgia,2013,female,35-54 years,7,655700,1.07,Georgia2013,0.75,"16,140,047,012",3850,Generation X
Georgia,2013,male,5-14 years,2,249800,0.8,Georgia2013,0.75,"16,140,047,012",3850,Generation Z
Georgia,2013,female,15-24 years,2,310500,0.64,Georgia2013,0.75,"16,140,047,012",3850,Millenials
Georgia,2013,female,5-14 years,1,221800,0.45,Georgia2013,0.75,"16,140,047,012",3850,Generation Z
Georgia,2013,female,25-34 years,1,345600,0.29,Georgia2013,0.75,"16,140,047,012",3850,Millenials
Georgia,2014,male,75+ years,22,92600,23.76,Georgia2014,0.754,"16,509,305,828",4757,Silent
Georgia,2014,male,55-74 years,58,298900,19.4,Georgia2014,0.754,"16,509,305,828",4757,Boomers
Georgia,2014,male,35-54 years,53,491300,10.79,Georgia2014,0.754,"16,509,305,828",4757,Generation X
Georgia,2014,female,55-74 years,18,392200,4.59,Georgia2014,0.754,"16,509,305,828",4757,Boomers
Georgia,2014,male,15-24 years,12,264500,4.54,Georgia2014,0.754,"16,509,305,828",4757,Millenials
Georgia,2014,male,25-34 years,13,288500,4.51,Georgia2014,0.754,"16,509,305,828",4757,Millenials
